identifier,label_str,label_int
EWELEA,salt,1
EWELUN,salt,1
EWEQUU,salt,1
EWERAB,salt,1
EWERIJ,salt,1
EWEROP,salt,1
EWEVOS,cocrystal,2
EWEVUY,cocrystal,2
EWICAR,cocrystal,2
EWIJEB,salt,1
EWIJUR,cocrystal,2
EWIKAY,cocrystal,2
EWIKIH,cocrystal,2
EWIKOM,cocrystal,2
EWIKON,cocrystal,2
EWIKUT,cocrystal,2
EWINAZ,hydrate,3
EWIXAM,solvate,4
EWIXEQ,solvate,4
EWODOK,salt,1
EWODUQ,salt,1
EWOFAY,salt,1
EWOGAY,salt,1
EWOJIM,cocrystal,2
EWOQOZ,salt,1
EWOTUG,hydrate,3
EWOVIV,salt,1
EWOVOB,salt,1
EWOWUI,salt,1
EWOXEV,cocrystal,2
EWOXIZ,cocrystal,2
EWOXOD,salt,1
EWOXUL,cocrystal,2
EWOZOF,salt,1
EWUCUU,hydrate,3
EWUDUV,salt,1
EWUFOT,salt,1
EWUKEM,salt,1
EWUTAT,cocrystal,2
EWUTEX,cocrystal,2
EWUTIA,salt,1
EWUTIB,cocrystal,2
EWUTOG,salt,1
EWUTOH,cocrystal,2
EWUYOL,cocrystal,2
EXAKUJ,salt,1
EXAMOI,cocrystal,2
EXAMUM,cocrystal,2
EXANAT,cocrystal,2
EXANEX,cocrystal,2
EXANIB,cocrystal,2
EXANUN,cocrystal,2
EXAPAV,cocrystal,2
EXAPEZ,cocrystal,2
EXAPID,cocrystal,2
EXAPUP,cocrystal,2
EXAQEA,cocrystal,2
EXAQIE,cocrystal,2
EXAQOK,cocrystal,2
EXASAX,cocrystal,2
EXASEB,cocrystal,2
EXAWOR,solvate,4
EXEJAT,salt,1
EXEJOH,cocrystal,2
EXEJUN,cocrystal,2
EXEKAU,hydrate,3
EXEKEX,salt,1
EXEVOS,salt,1
EXEYIQ,cocrystal,2
EXEYOW,cocrystal,2
EXEYUC,cocrystal,2
EXEZEN,cocrystal,2
EXEZIR,cocrystal,2
EXEZOX,cocrystal,2
EXEZOZ,salt,1
EXEZUD,cocrystal,2
EXIBAP,cocrystal,2
EXIBET,cocrystal,2
EXIBIX,cocrystal,2
EXIBOC,salt,1
EXIBOD,cocrystal,2
EXIBUJ,cocrystal,2
EXICAQ,cocrystal,2
EXICEU,cocrystal,2
EXICIY,cocrystal,2
EXIFAT,cocrystal,2
EXIFEX,cocrystal,2
EXIFIB,cocrystal,2
EXIGAU,salt,1
EXIGEY,salt,1
EXIGIC,salt,1
EXIGOI,hydrate,3
EXIGUO,salt,1
EXIKOM,hydrate,3
EXIMOO,cocrystal,2
EXIPEH,solvate,4
EXISIQ,salt,1
EXISOW,salt,1
EXISUC,cocrystal,2
EXIWAK,salt,1
EXIZAM,salt,1
EXIZEQ,salt,1
EXIZIU,salt,1
EXIZIX,hydrate,3
EXIZOD,salt,1
EXIZUH,cocrystal,2
EXOFOM,hydrate,3
EXOJOT,cocrystal,2
EXOQOY,salt,1
EXUCUX,salt,1
EXUKAJ,cocrystal,2
EXUNUH,cocrystal,2
EXUQAR,salt,1
EXUQEU,cocrystal,2
EXUQEV,salt,1
EXUQIY,salt,1
EXUQOE,salt,1
EXUQUJ,cocrystal,2
EXUXUT,salt,1
EYABUB,salt,1
EYACTF,salt,1
EYAFAO,salt,1
EYAGUJ,salt,1
EYANIE,salt,1
EYANUQ,salt,1
EYASUS,hydrate,3
EYASUT,cocrystal,2
EYAWIL,salt,1
EYAXEI,hydrate,3
EYAYOU,salt,1
EYAYUA,salt,1
EYEGIA,cocrystal,2
EYEGOG,cocrystal,2
EYEGOH,salt,1
EYEGUM,cocrystal,2
EYEGUN,salt,1
EYEHAT,cocrystal,2
EYEHIC,salt,1
EYEJAW,cocrystal,2
EYENAZ,salt,1
EYINOS,salt,1
EYISAI,salt,1
EYISOX,solvate,4
EYIWEO,hydrate,3
EYIXAL,salt,1
EYIXEP,hydrate,3
EYIXUF,cocrystal,2
EYIYIU,salt,1
EYIYIV,salt,1
EYIYOA,hydrate,3
EYIYOB,salt,1
EYIYUH,salt,1
EYIZAO,salt,1
EYIZES,salt,1
EYIZIW,salt,1
EYIZOC,salt,1
EYOBAV,salt,1
EYOBOL,salt,1
EYOCAZ,hydrate,3
EYOCOK,salt,1
EYOHEF,salt,1
EYOHOP,salt,1
EYOJOR,cocrystal,2
EYOLIO,cocrystal,2
EYOLOU,cocrystal,2
EYOLUA,salt,1
EYOMAH,cocrystal,2
EYOVAP,salt,1
EYOYIA,salt,1
EYUBEF,salt,1
EYUBIJ,salt,1
EYUGAI,cocrystal,2
EYUJEO,cocrystal,2
EYUJUF,salt,1
EYUKAM,salt,1
EYULUG,cocrystal,2
EYURIC,cocrystal,2
EYUROI,cocrystal,2
EYURUO,hydrate,3
EYUSEZ,cocrystal,2
EZADEP,solvate,4
EZAGAN,salt,1
EZAJAS,salt,1
EZAPUT,salt,1
EZAQAA,salt,1
EZAQED,cocrystal,2
EZAQEE,cocrystal,2
EZAQII,cocrystal,2
EZAQUU,salt,1
EZARAB,hydrate,3
EZAREF,hydrate,3
EZARIJ,hydrate,3
EZASEG,hydrate,3
EZAXOV,salt,1
EZAZUC,cocrystal,2
EZEBAP,salt,1
EZEBES,cocrystal,2
EZECOC,salt,1
EZEDAP,cocrystal,2
EZEDEV,cocrystal,2
EZEGIA,cocrystal,2
EZEGUN,salt,1
EZEHAU,salt,1
EZEHEY,salt,1
EZEJAV,cocrystal,2
EZEJEZ,cocrystal,2
EZEJOK,cocrystal,2
EZEMIG,solvate,4
EZEWOW,hydrate,3
EZEZEQ,hydrate,3
EZIBIA,solvate,4
EZIBOG,cocrystal,2
EZICEX,cocrystal,2
EZIDEX,salt,1
EZIDIB,hydrate,3
EZIDOH,cocrystal,2
EZIDUN,cocrystal,2
EZIFAV,cocrystal,2
EZIFEZ,hydrate,3
EZIFID,cocrystal,2
EZILOO,salt,1
EZIVUE,hydrate,3
EZIYIW,salt,1
EZOBAZ,hydrate,3
EZOBED,hydrate,3
EZOBON,hydrate,3
EZOBUT,hydrate,3
EZOCUU,hydrate,3
EZODAB,hydrate,3
EZODEF,hydrate,3
EZODIJ,hydrate,3
EZODOP,hydrate,3
EZOFOQ,salt,1
EZOFUW,hydrate,3
EZOGOR,hydrate,3
EZOMEM,hydrate,3
EZOPEP,cocrystal,2
EZOSOE,salt,1
EZOWUL,salt,1
EZUDAE,salt,1
EZUMER,cocrystal,2
EZUVAZ,cocrystal,2
EZUVED,cocrystal,2
FABCOD,salt,1
FABFIX,hydrate,3
FABJEA,salt,1
FABJIE,salt,1
FABJOK,salt,1
FABJUQ,solvate,4
FABKAX,salt,1
FABKEB,hydrate,3
FABMEE,solvate,4
FABMOO,solvate,4
FABPOO,salt,1
FABQAC,salt,1
FABREI,cocrystal,2
FABTEJ,cocrystal,2
FABTIN,hydrate,3
FABWUB,solvate,4
FABXIT,salt,1
FACJIG,salt,1
FACNIK,solvate,4
FACNUW,salt,1
FACPAE,salt,1
FACPOR,salt,1
FACPUX,salt,1
FACROQ,cocrystal,2
FACRUW,solvate,4
FACTUB,hydrate,3
FACWIP,hydrate,3
FACXIR,hydrate,3
FACXUD,salt,1
FADCES,cocrystal,2
FADCIW,cocrystal,2
FADFEY,salt,1
FADFEZ,hydrate,3
FADGEY,cocrystal,2
FADGOI,cocrystal,2
FADGUO,cocrystal,2
FADHAV,cocrystal,2
FADHEZ,cocrystal,2
FADHID,cocrystal,2
FADHOJ,cocrystal,2
FADHUP,cocrystal,2
FADMON,salt,1
FADQUY,salt,1
FAFDUN,hydrate,3
FAFFAV,salt,1
FAFGOI,cocrystal,2
FAFGOL,cocrystal,2
FAFGUR,cocrystal,2
FAFHEC,cocrystal,2
FAFKUS,salt,1
FAFLAA,salt,1
FAFLEE,salt,1
FAFLII,salt,1
FAFLOO,salt,1
FAFNAD,hydrate,3
FAFNEH,salt,1
FAFNIL,salt,1
FAFSEL,cocrystal,2
FAFSIO,cocrystal,2
FAFSIP,salt,1
FAFSUC,cocrystal,2
FAFTAH,cocrystal,2
FAFTEN,cocrystal,2
FAFTUD,cocrystal,2
FAFYET,salt,1
FAGBUK,salt,1
FAGDOI,cocrystal,2
FAGDUO,cocrystal,2
FAGFAW,cocrystal,2
FAGHOL,salt,1
FAGJUW,cocrystal,2
FAGKUX,cocrystal,2
FAGPOS,salt,1
FAGQIN,salt,1
FAGZOE,salt,1
FAGZUK,salt,1
FAHBEX,hydrate,3
FAHBIB,hydrate,3
FAHBOH,hydrate,3
FAHBUN,hydrate,3
FAHLAD,cocrystal,2
FAHNEK,salt,1
FAHPOX,cocrystal,2
FAHQUB,hydrate,3
FAHTAK,hydrate,3
FAHXIZ,salt,1
FAHXOF,salt,1
FAHXUL,salt,1
FAJCID,salt,1
FAJFII,salt,1
FAJFOO,salt,1
FAJJAD,salt,1
FAJPUB,cocrystal,2
FAJRAJ,cocrystal,2
FAJWES,solvate,4
FAJZUO,cocrystal,2
FAKBIC,salt,1
FAKBIF,solvate,4
FAKBOL,hydrate,3
FAKCAV,hydrate,3
FAKFII,cocrystal,2
FAKFOO,cocrystal,2
FAKHOO,salt,1
FAKJOS,cocrystal,2
FAKJUY,cocrystal,2
FAKKOU,cocrystal,2
FAKKUA,cocrystal,2
FAKLAH,cocrystal,2
FAKLEL,cocrystal,2
FAKMOV,cocrystal,2
FAKQEO,salt,1
FAKQUF,cocrystal,2
FAKRAM,cocrystal,2
FALCEB,salt,1
FALCIF,salt,1
FALFED,salt,1
FALFIH,hydrate,3
FALKOV,salt,1
FALQEP,cocrystal,2
FALQIT,cocrystal,2
FALQOZ,cocrystal,2
FALQUF,cocrystal,2
FALRAM,cocrystal,2
FALRIU,cocrystal,2
FALROA,cocrystal,2
FALTAP,cocrystal,2
FALTET,cocrystal,2
FALXAS,salt,1
FAMFOR,solvate,4
FAMFUX,solvate,4
FAMFUY,hydrate,3
FAMNEP,salt,1
FAMNIT,salt,1
FAMQOC,salt,1
FAMXIA,solvate,4
FANFAE,solvate,4
FANFEI,salt,1
FANFOT,salt,1
FANFUZ,salt,1
FANGAG,solvate,4
FANGEK,salt,1
FANJAG,cocrystal,2
FANLAL,solvate,4
FANSOG,cocrystal,2
FANSUM,cocrystal,2
FANTHP10,salt,1
FANVIZ,salt,1
FANVUL,salt,1
FANZOM,salt,1
FANZUS,salt,1
FAPHUC,solvate,4
FAPJUF,cocrystal,2
FAPKAM,cocrystal,2
FAPKEQ,cocrystal,2
FAPKIU,cocrystal,2
FAPKOA,cocrystal,2
FAPKUG,cocrystal,2
FAPLAN,cocrystal,2
FAPMAK,salt,1
FAPMAL,hydrate,3
FAPMEP,hydrate,3
FAPMIT,hydrate,3
FAPMOZ,hydrate,3
FAPXUP,salt,1
FAQCIJ,salt,1
FAQKAN,salt,1
FAQKER,salt,1
FAQKIV,salt,1
FAQKOA,salt,1
FAQKOB,cocrystal,2
FAQKUG,salt,1
FAQKUH,cocrystal,2
FAQLAO,cocrystal,2
FAQLES,cocrystal,2
FAQLIW,cocrystal,2
FAQVAV,salt,1
FAQWAW,salt,1
FAQWEB,salt,1
FAQWUS,cocrystal,2
FAQXAA,solvate,4
FAQXAZ,cocrystal,2
FAQXED,hydrate,3
FAQXEE,salt,1
FAQXON,salt,1
FAQYAB,salt,1
FAQYEF,salt,1
FAQYIJ,salt,1
FAQYOP,cocrystal,2
FARBUW,salt,1
FARCAD,salt,1
FARCEH,salt,1
FARCIL,salt,1
FARCOR,salt,1
FARCUX,salt,1
FARDAE,salt,1
FARDAH,hydrate,3
FARDEI,salt,1
FARDIM,salt,1
FARDOS,salt,1
FARDUY,salt,1
FARFAG,salt,1
FARFEK,solvate,4
FARGAJ,salt,1
FARHAL,salt,1
FARMAM,cocrystal,2
FARMEU,hydrate,3
FARNOD,cocrystal,2
FARQAR,cocrystal,2
FARQAU,salt,1
FARWEA,salt,1
FARWIF,salt,1
FARXAZ,salt,1
FARXIF,salt,1
FARXOL,cocrystal,2
FARXUR,cocrystal,2
FASFIP,salt,1
FASJEQ,salt,1
FASJIU,salt,1
FASJUE,salt,1
FASJUG,cocrystal,2
FASLUH,cocrystal,2
FASQIC,cocrystal,2
FASRAW,hydrate,3
FASREA,hydrate,3
FASRUQ,hydrate,3
FASSIF,solvate,4
FASSOK,cocrystal,2
FASSUR,hydrate,3
FASVAA,salt,1
FASVAY,solvate,4
FASVEE,hydrate,3
FASVII,hydrate,3
FASVUU,salt,1
FASWUT,hydrate,3
FASXUW,hydrate,3
FASZAB,salt,1
FASZEF,salt,1
FATFOY,salt,1
FATFUF,salt,1
FATHAL,hydrate,3
FATLAQ,cocrystal,2
FATLES,cocrystal,2
FATQEA,cocrystal,2
FATQUO,salt,1
FATSIC,salt,1
FAVDUD,salt,1
FAVFEP,hydrate,3
FAVFIT,cocrystal,2
FAVFOZ,salt,1
FAVKAQ,cocrystal,2
FAVKEU,cocrystal,2
FAVPOJ,solvate,4
FAVPOL,salt,1
FAVPUN,salt,1
FAVQIE,salt,1
FAVRID,hydrate,3
FAVSAX,salt,1
FAVSIF,salt,1
FAVSUR,salt,1
FAVVUX,cocrystal,2
FAVWAE,cocrystal,2
FAVXEF,salt,1
FAWBUE,hydrate,3
FAWCAL,hydrate,3
FAWFOC,cocrystal,2
FAWKIB,salt,1
FAWKOF,solvate,4
FAWLIC,salt,1
FAWPEA,solvate,4
FAWRUR,solvate,4
FAWSAZ,salt,1
FAWXOS,cocrystal,2
FAWXUX,cocrystal,2
FAXFUJ,hydrate,3
FAXLUN,salt,1
FAXYOT,hydrate,3
FAXZUB,salt,1
FAYBEO,solvate,4
FAYBOW,salt,1
FAYBUC,salt,1
FAYFAN,salt,1
FAYJAT,cocrystal,2
FAYMAV,salt,1
FAYMEZ,salt,1
FAYMID,salt,1
FAYMOJ,salt,1
FAYMUP,salt,1
FAYNAW,salt,1
FAYNEA,salt,1
FAYNIE,salt,1
FAYNUO,salt,1
FAYTAC,salt,1
FAYTEG,salt,1
FAYWUZ,solvate,4
FAYXAG,salt,1
FAYXOV,cocrystal,2
FAYXUB,hydrate,3
FAYYAI,solvate,4
FAZBOY,cocrystal,2
FAZBUE,cocrystal,2
FAZCAL,cocrystal,2
FAZCEP,hydrate,3
FAZDAN,salt,1
FAZDER,salt,1
FAZGOD,salt,1
FAZQOP,solvate,4
FAZSIJ,salt,1
FAZSOP,hydrate,3
FAZSUV,solvate,4
FAZYEM,salt,1
FAZZAL,salt,1
FEBCAR,cocrystal,2
FEBCEV,cocrystal,2
FEBCIZ,cocrystal,2
FEBCOF,cocrystal,2
FEBCUL,cocrystal,2
FEBFUN,salt,1
FEBSEN,cocrystal,2
FEBSIR,cocrystal,2
FEBXIW,salt,1
FEBXUI,salt,1
FEBYET,salt,1
FEBZOD,salt,1
FECCUP,cocrystal,2
FECFEB,cocrystal,2
FECFIF,cocrystal,2
FECFOL,cocrystal,2
FECFUR,cocrystal,2
FECGEC,cocrystal,2
FECGOM,cocrystal,2
FECGUS,cocrystal,2
FECHAZ,cocrystal,2
FECNUX,salt,1
FECPAF,salt,1
FECSUB,salt,1
FECVUF,salt,1
FECWAM,hydrate,3
FECZES,hydrate,3
FEDCIC,solvate,4
FEDCOI,salt,1
FEDCUO,salt,1
FEDDOH,salt,1
FEDFUS,cocrystal,2
FEDGIF,salt,1
FEDGIH,cocrystal,2
FEDHAA,cocrystal,2
FEDHAY,salt,1
FEDHEE,cocrystal,2
FEDHII,cocrystal,2
FEDHOO,cocrystal,2
FEDMIL,salt,1
FEDPAG,salt,1
FEDPUA,salt,1
FEDRIQ,hydrate,3
FEDRIT,salt,1
FEDTEO,hydrate,3
FEDTIV,salt,1
FEFJAE,hydrate,3
FEFKIL,salt,1
FEFKIM,salt,1
FEFLAF,hydrate,3
FEFMEL,cocrystal,2
FEFMIN,hydrate,3
FEFMIP,salt,1
FEFMOT,hydrate,3
FEFMUZ,hydrate,3
FEFNEK,salt,1
FEFPUC,cocrystal,2
FEFQAJ,cocrystal,2
FEFQOX,salt,1
FEFXIZ,salt,1
FEFYAS,cocrystal,2
FEFYEW,hydrate,3
FEFYIA,solvate,4
FEGBUR,solvate,4
FEGCUQ,salt,1
FEGCUS,hydrate,3
FEGLUZ,salt,1
FEGNUB,salt,1
FEGPOW,cocrystal,2
FEGYEV,cocrystal,2
FEHLOX,cocrystal,2
FEHMAJ,hydrate,3
FEHNUC,cocrystal,2
FEHPAK,cocrystal,2
FEHPEO,cocrystal,2
FEHQER,salt,1
FEHQIV,salt,1
FEHREQ,cocrystal,2
FEHSEQ,salt,1
FEHSIW,salt,1
FEHWAR,salt,1
FEHWEV,cocrystal,2
FEHWUN,salt,1
FEHYUM,cocrystal,2
FEHZOI,hydrate,3
FEJDUT,cocrystal,2
FEJFAB,cocrystal,2
FEJGIO,salt,1
FEJPAP,cocrystal,2
FEJRUJ,salt,1
FEJTEV,salt,1
FEJWID,solvate,4
FEJWUP,salt,1
FEJXAW,salt,1
FEJXIE,salt,1
FEJXOK,salt,1
FEKBAB,salt,1
FEKDUY,cocrystal,2
FEKHIQ,cocrystal,2
FEKPAM,salt,1
FEKQOC,cocrystal,2
FEKTOH,hydrate,3
FEKWAW,cocrystal,2
FEKWEA,cocrystal,2
FEKYEZ,salt,1
FELCUX,hydrate,3
FELDAE,salt,1
FELDEI,salt,1
FELDIM,salt,1
FELDOS,salt,1
FELFAG,hydrate,3
FELNOZ,solvate,4
FELPAR,salt,1
FELVUQ,solvate,4
FELWAX,solvate,4
FELWIF,hydrate,3
FELWUR,hydrate,3
FELZUV02,salt,1
FEMGAF,salt,1
FEMGEJ,salt,1
FEMGEK,salt,1
FEMLUE,salt,1
FEMMAM,cocrystal,2
FEMMEQ,cocrystal,2
FEMPAO,salt,1
FEMRAS,cocrystal,2
FEMSAV,cocrystal,2
FEMSEZ,cocrystal,2
FEMTEW,salt,1
FEMWEZ,salt,1
FEMYED,salt,1
FENCAC,salt,1
FENGEN,hydrate,3
FENKAM,salt,1
FENKEQ,salt,1
FENNAN,salt,1
FENNEU,salt,1
FENQEX,cocrystal,2
FENRIC,cocrystal,2
FENYEC,salt,1
FEPBOS,cocrystal,2
FEPBUY,cocrystal,2
FEPCAF,cocrystal,2
FEPCIN,cocrystal,2
FEPDEL,salt,1
FEPDEN,hydrate,3
FEPFOX,hydrate,3
FEPGOW,salt,1
FEPKES,cocrystal,2
FEPKIW,cocrystal,2
FEPKOB,cocrystal,2
FEPMUM,hydrate,3
FEPPUO,cocrystal,2
FEPQAS,salt,1
FEPQAV,hydrate,3
FEPYOO,salt,1
FEPYUU,salt,1
FEPYUW,salt,1
FEPZAD,salt,1
FEQKAP,salt,1
FEQPOJ,cocrystal,2
FEQQOH,cocrystal,2
FEQQUN,cocrystal,2
FEQVIJ,salt,1
FEQVON,cocrystal,2
FEQXEF,cocrystal,2
FEQXIJ,cocrystal,2
FEQZEG,salt,1
FEQZUY,solvate,4
FERDEN,salt,1
FERDIR,hydrate,3
FERDOX,salt,1
FERDUD,salt,1
FERFAL,hydrate,3
FERFEP,salt,1
FERFIT,salt,1
FERKET,solvate,4
FERLOH,cocrystal,2
FERLUN,cocrystal,2
FERNAV,solvate,4
FERNEZ,salt,1
FERNID,hydrate,3
FERNOJ,hydrate,3
FERPAT,salt,1
FERPOJ,cocrystal,2
FERQAV,cocrystal,2
FERQAW,cocrystal,2
FERQEA,cocrystal,2
FERQIE,cocrystal,2
FERQOK,cocrystal,2
FERRAX,cocrystal,2
FERSAZ,salt,1
FERWIJ,cocrystal,2
FERYAD,cocrystal,2
FERYEH,cocrystal,2
FERYIL,cocrystal,2
FERYOR,cocrystal,2
FERYUX,cocrystal,2
FERZAE,cocrystal,2
FERZEI,cocrystal,2
FERZIM,cocrystal,2
FESBUB,hydrate,3
FESCAI,salt,1
FESCUF,hydrate,3
FESDAM,hydrate,3
FESLAQ,salt,1
FESPAU,cocrystal,2
FESRAW,cocrystal,2
FESTEC,salt,1
FETCEQ,hydrate,3
FETFUG,cocrystal,2
FETGAN,cocrystal,2
FETNEY,salt,1
FETNUO,salt,1
FETRAA,salt,1
FETREC,salt,1
FETTIJ,hydrate,3
FETTOO,hydrate,3
FETTOP,hydrate,3
FETWIL,salt,1
FETXIM,hydrate,3
FETXOU,cocrystal,2
FETYAE,cocrystal,2
FETZEJ,salt,1
FEVDIU,salt,1
FEVDIX,salt,1
FEVFUH,salt,1
FEVJOI,salt,1
FEVJUO,hydrate,3
FEVKAV,hydrate,3
FEVKEZ,hydrate,3
FEVKID,hydrate,3
FEVKOJ,salt,1
FEVKUO,cocrystal,2
FEVLEA,salt,1
FEVRUU,salt,1
FEVSEF,solvate,4
FEVZEN,cocrystal,2
FEVZUD,cocrystal,2
FEWBUE,salt,1
FEWDET,salt,1
FEWDIX,salt,1
FEWDOB,cocrystal,2
FEWDOD,salt,1
FEWGOF,salt,1
FEWJIA,cocrystal,2
FEWPED,cocrystal,2
FEWSEG,cocrystal,2
FEWSIK,cocrystal,2
FEWYEP,cocrystal,2
FEXCAM,salt,1
FEXHAV,salt,1
FEXHOH,cocrystal,2
FEXHOJ,salt,1
FEXHUP,salt,1
FEXJEB,salt,1
FEXJEY,salt,1
FEXJIF,cocrystal,2
FEXLAV,salt,1
FEXLEZ,salt,1
FEXLUR,salt,1
FEXMAY,salt,1
FEXMEC,salt,1
FEXMIG,salt,1
FEXQOP,salt,1
FEXQUV,hydrate,3
FEXRUX,salt,1
FEXSEJ,cocrystal,2
FEXTIP,salt,1
FEYGAV,salt,1
FEYHIE,salt,1
FEYHUQ,salt,1
FEYJAY,salt,1
FEYJOM,salt,1
FEYJUS,salt,1
FEYKAZ,salt,1
FEYKUT,salt,1
FEYLAA,salt,1
FEYLUU,salt,1
FEYMIF,salt,1
FEYMOP,salt,1
FEYNOQ,cocrystal,2
FEYNUW,hydrate,3
FEYSAG,cocrystal,2
FEYSEK,cocrystal,2
FEYSIO,cocrystal,2
FEYSOU,cocrystal,2
FEYSUA,cocrystal,2
FEYTAH,cocrystal,2
FEYTEL,cocrystal,2
FEYTIP,cocrystal,2
FEYTOV,cocrystal,2
FEYTUC,salt,1
FEYWEP,cocrystal,2
FEYZAM,cocrystal,2
FEYZEQ,cocrystal,2
FEZJUT,cocrystal,2
FEZKUS,hydrate,3
FEZLUR,salt,1
FEZPAB,cocrystal,2
FEZQOR,hydrate,3
FEZWOA,salt,1
FEZXIT,cocrystal,2
FIBBOK,hydrate,3
FIBCAX,salt,1
FIBCIC,salt,1
FIBCOL,hydrate,3
FIBCUR,salt,1
FIBDAY,salt,1
FIBDEC,salt,1
FIBDED,salt,1
FIBDEZ,salt,1
FIBFON,salt,1
FIBFUT,salt,1
FIBGAA,salt,1
FIBGEE,salt,1
FIBHAD,salt,1
FIBHUV,salt,1
FIBNIP,hydrate,3
FIBNOV,salt,1
FIBRIS,salt,1
FIBSUF,salt,1
FIBTAM,hydrate,3
FIBTEQ,salt,1
FICBEA,cocrystal,2
FICBIE,cocrystal,2
FICBUR,salt,1
FICCAX,cocrystal,2
FICCEB,cocrystal,2
FICCIF,cocrystal,2
FICCUR,cocrystal,2
FICDAY,cocrystal,2
FICGUT,salt,1
FICLOU,salt,1
FICMUC,salt,1
FICNEN,salt,1
FICTAO,cocrystal,2
FICVES,salt,1
FICWOF,hydrate,3
FICXIZ,salt,1
FICXOG,cocrystal,2
FICYEX,cocrystal,2
FICYIB,cocrystal,2
FICZIC,cocrystal,2
FIDBAX,salt,1
FIDDOO,salt,1
FIDDUU,salt,1
FIDKOT,cocrystal,2
FIDLIO,cocrystal,2
FIDLOU,cocrystal,2
FIDLUA,cocrystal,2
FIDMAH,cocrystal,2
FIDNIT,cocrystal,2
FIDNOZ,cocrystal,2
FIDNUF,cocrystal,2
FIDYIA,salt,1
FIFCOQ,salt,1
FIFCUW,hydrate,3
FIFDAD,salt,1
FIFDEH,salt,1
FIFFEG,salt,1
FIFFIJ,salt,1
FIFFIK,hydrate,3
FIFFOQ,hydrate,3
FIFHUB,hydrate,3
FIFJAJ,cocrystal,2
FIFJEN,cocrystal,2
FIFJOX,cocrystal,2
FIFJUD,cocrystal,2
FIFLAI,cocrystal,2
FIFMIU,salt,1
FIFQAM,cocrystal,2
FIFSUI,cocrystal,2
FIFVEZ,salt,1
FIFVUP,solvate,4
FIFWOJ,salt,1
FIFXOJ,salt,1
FIFXUP,hydrate,3
FIFYAW,salt,1
FIFYEA,salt,1
FIFYIE,salt,1
FIGCII,hydrate,3
FIGCOO,salt,1
FIGCUU,salt,1
FIGNER,salt,1
FIGNIW,salt,1
FIGTOH,salt,1
FIHCII,salt,1
FIHHAH,salt,1
FIHHIP,salt,1
FIHPEU,solvate,4
FIHSOF,cocrystal,2
FIHSUL,cocrystal,2
FIHYEA,cocrystal,2
FIJCIK,cocrystal,2
FIJHEL,hydrate,3
FIJSIA,salt,1
FIJSOG,salt,1
FIJSUM,hydrate,3
FIJSUQ,salt,1
FIJTEX,salt,1
FIJXEE,cocrystal,2
FIJXIF,salt,1
FIJZAD,salt,1
FIKJIW,salt,1
FIKYIL,salt,1
FIKYOR,salt,1
FIKYUX,salt,1
FIKZIM,hydrate,3
FILBIP,salt,1
FILDEK,cocrystal,2
FILGAI,salt,1
FILGUF,solvate,4
FILHEN,cocrystal,2
FILHIR,cocrystal,2
FILHOX,cocrystal,2
FILQOJ,hydrate,3
FILQUP,hydrate,3
FILQUQ,salt,1
FILRAX,hydrate,3
FILREB,hydrate,3
FILRIF,hydrate,3
FIMBUZ,salt,1
FIMHUH,cocrystal,2
FIMJIV,salt,1
FIMKUK,cocrystal,2
FIMLAR,cocrystal,2
FIMQAU,salt,1
FIMSAV,salt,1
FIMTAW,cocrystal,2
FIMTUQ,salt,1
FIMVAY,salt,1
FIMVEC,salt,1
FIMVON,solvate,4
FIMWII,salt,1
FINFEN,salt,1
FINHIX,cocrystal,2
FINNOF,salt,1
FINNOG,salt,1
FINQID,cocrystal,2
FINTIH,cocrystal,2
FINZIM,salt,1
FIPCUD,salt,1
FIPLOH,salt,1
FIPLOI,salt,1
FIPLUN,salt,1
FIPLUO,salt,1
FIPMAV,hydrate,3
FIPTOQ,salt,1
FIQBAJ,cocrystal,2
FIQDUH,salt,1
FIQFET,salt,1
FIQJAS,cocrystal,2
FIQLAS,salt,1
FIQMAX,salt,1
FIQPII,cocrystal,2
FIQQIJ,hydrate,3
FIQRED,cocrystal,2
FIQTOP,hydrate,3
FIQWOV,hydrate,3
FIQYOX,cocrystal,2
FIQZAK,salt,1
FIRGIZ,salt,1
FIRGOF,hydrate,3
FIRGUL,hydrate,3
FIRHAS,salt,1
FIRHOG,salt,1
FIRHUM,hydrate,3
FIRJAU,hydrate,3
FIRJEY,salt,1
FIRLOK,salt,1
FIRNEA,hydrate,3
FIRQED,hydrate,3
FISBUF,salt,1
FISCOD,salt,1
FISMIH,salt,1
FISNIH,hydrate,3
FISQIH,salt,1
FISQOP,salt,1
FISQUT,salt,1
FISRAD,hydrate,3
FISREH,salt,1
FISVIM,salt,1
FITHIZ,cocrystal,2
FITJAT,cocrystal,2
FITJEX,cocrystal,2
FITLEZ,cocrystal,2
FITLID,cocrystal,2
FITLIG,cocrystal,2
FITLOM,cocrystal,2
FITMEA,cocrystal,2
FITNIF,cocrystal,2
FITVAF,hydrate,3
FITWEM,salt,1
FITYIQ,salt,1
FITZEN,hydrate,3
FITZOY,salt,1
FITZUF,hydrate,3
FIVBUJ,salt,1
FIVCAQ,salt,1
FIVFOI,salt,1
FIVFUO,hydrate,3
FIVGAV,solvate,4
FIVHOK,cocrystal,2
FIVNEF,cocrystal,2
FIVNIJ,cocrystal,2
FIVPAB,cocrystal,2
FIVSOV,hydrate,3
FIVSUB,salt,1
FIVXIU,salt,1
